business_id,birank_score,rank,name
3832761,0.001375328060657913,1,La_Cafeteria
9711469,0.0012569367206006865,2,Sowa_Restaurant
4304428,0.0012538289476807408,3,Maureens_Pie_Mash
3339988,0.001219826841337975,4,GWR_Pullman_Dining
12966086,0.0011989473113478118,5,The_Coal_Shed
4697744,0.0011592963930741184,6,Hand_in_Hand
966194,0.0011199467817082712,7,All_Bar_One_Wimbledon
1044399,0.0010641572050112667,8,The_Magpie
807103,0.0010386157991146684,9,Tomoe
6539433,0.0010383716116475641,10,Lime_and_Thyme
1073524,0.0010316736216268987,11,Punto_Italian_Restaurant
4976301,0.0010255289241777443,12,Augustine_Kitchen
1017663,0.001021142428347004,13,Park_Terrace_Restaurant
12542278,0.0010139366975753317,14,129_HRD
6950173,0.001010495450550639,15,Verdi_s
1016879,0.0010084316742194682,16,Oslo_Court
2365948,0.0010076532784718754,17,Cote_Brasserie_Ealing
1817951,0.0009974178675142098,18,Gauthier_Soho
1739082,0.0009672229095827076,19,Haven_Bistro_and_Bar
6635056,0.0009580652052450891,20,Fig_Tree_Cafe
718512,0.0009549843378929225,21,Cibo
4925053,0.0009418192378553012,22,Pizza_Sophia
2359208,0.0009404105966720017,23,The_White_Onion
2542370,0.0009392784296981944,24,Friends_of_Flavours
804653,0.0009372011992018702,25,Indian_Moment
2165221,0.0009309049846502256,26,Smith_s
7189021,0.0009287115941159581,27,Pure_Indian_Cooking
2507902,0.0009256927704264309,28,The_Spice_Indian_Restaurant
4342080,0.0009247187496051299,29,The_Little_Thai
720941,0.0009240537365189752,30,Wiltons
2641744,0.0009214028927806288,31,Hala
9981016,0.0009172617702439685,32,Table_Du_Marche
2626185,0.0009105849626384747,33,Provender
2614267,0.0009066718947138566,34,The_Red_Lion
698083,0.0009021532626691934,35,Babur_Restaurant
734055,0.0008993279785216706,36,Antipasto_Pasta_Fresh_Pasta
2089112,0.0008954879272106163,37,Panas_Gurkha_Restaurant
2241866,0.0008890907928726489,38,Luna_Nuova
2507984,0.000887480692989872,39,Colonies
1075911,0.0008860639810456757,40,Cote_Brasserie_Wimbledon
1014046,0.0008833555189102824,41,Bellamy_s_Restaurant
680470,0.0008752551452816059,42,A_Wong
3834264,0.0008743009983300199,43,Les_Douceurs_de_la_Tentation
1898816,0.0008734875320987935,44,Genzo_Greek
731363,0.000871142447561934,45,Joanna_s
680383,0.0008703431487048737,46,Brasserie_Blanc
3438194,0.0008702040459023511,47,The_Londesborough
2256065,0.0008668494795951707,48,Paradise_Hampstead_Indian
10188040,0.0008651819332779901,49,Plough_Way_Cafe
1500418,0.0008625577359532274,50,Carob_Tree_Restaurant
719681,0.0008621704260890645,51,Le_Cafe_du_Marche
6519309,0.0008606985492133685,52,Leila_Moroccan_and_Lebanese_Restaurant
1089621,0.0008604566751883826,53,Paolo_s_Italian_Ristorante
4056276,0.0008575666726172962,54,Agra_Restaurant
3916918,0.0008558536478549593,55,L_Antica_Pizzeria
3254595,0.0008541421377993522,56,Brasserie_Zedel
3253550,0.0008540871139441802,57,That_s_Amore_by_Fonte
717849,0.000853053652707216,58,Bradley_s
10687556,0.0008516276720415317,59,Firebrand_Pizza
2361055,0.0008498258208400803,60,The_Kitchen
7744413,0.0008460139965108947,61,Darwin_Brasserie
2434265,0.0008432993228775567,62,The_Delaunay
3605258,0.0008429814088929408,63,Michael_Nadra_Primrose_Hill_Brasserie_Bar
6893611,0.0008406682527251983,64,Yak_Yeti_Finsbury_Park
719668,0.000839694091891358,65,Langans_Brasserie
719686,0.0008392267582181454,66,Le_Colombier
2001431,0.0008378771213530194,67,Quartier_Restaurant_Eight_Members_Club
2008552,0.0008369081020258299,68,The_Larrik
779363,0.0008363633848040012,69,Sale_e_Pepe
2239923,0.000836075523275357,70,The_Rising_Sun
718485,0.0008328044251292224,71,Chez_Bruce
11840219,0.0008325772561582839,72,Grand_Trunk_Road
733797,0.0008309864287976819,73,Salsa
8052658,0.0008304109723380814,74,The_Bar_at_Fortnum_Mason_Terminal_5
3526627,0.0008295732718530567,75,Le_Comptoir
719718,0.0008294782438839019,76,The_Light_House
12392164,0.000828680483064007,77,Arthur_Hooper_s
2009271,0.0008285941116922653,78,Cafe_Amisha
720063,0.0008280321601182836,79,Mohsen
718520,0.0008274622143986028,80,City_Barge
719657,0.0008261778872004888,81,La_Trompette
6405424,0.0008235664144652714,82,Roxie_Steak_Putney
7762325,0.0008222837448481647,83,Tokyo_Sukiyaki_Tei
2405494,0.0008216611909335922,84,Pie_Crust
7589353,0.000821276305539618,85,Alexandrie_Restaurant
