business_id,name,lat,lon,category,country_code
4b69c861f964a520ecb32be3,Museum,53.801505,-1.547019,Museum,GB
4b69f649f964a52077be2be3,Rock Club,53.402225,-2.97884,Rock Club,GB
4b6a0577f964a52059c22be3,Pub,52.373896,-1.257892,Pub,GB
4b6a7dbdf964a520b6d62be3,Bus Line,50.727406,-1.864087,Bus Line,GB
4b6ab921f964a5209add2be3,Bar,54.976734,-1.612488,Bar,GB
4b6abf85f964a520b0de2be3,Mediterranean Restaurant,51.438171,-2.60334,Mediterranean Restaurant,GB
4b6ad52bf964a52082e22be3,Law School,54.975442,-1.604371,Law School,GB
4b6ae582f964a520bfe52be3,Scenic Lookout,56.4157,-5.469314,Scenic Lookout,GB
4b6aeb1bf964a520d6e62be3,College Cafeteria,51.379706,-2.329578,College Cafeteria,GB
4b6b1635f964a520d0f12be3,Arts & Crafts Store,54.923097,-1.617994,Arts & Crafts Store,GB
4b6b1e16f964a520def32be3,Chinese Restaurant,51.760674,-1.209243,Chinese Restaurant,GB
4b6b308df964a52085f82be3,Italian Restaurant,52.414811,-1.778759,Italian Restaurant,GB
4b6bcb42f964a520be182ce3,Rest Area,52.607165,-1.640825,Rest Area,GB
4b6bfd47f964a5209b1e2ce3,Sushi Restaurant,55.859105,-4.254606,Sushi Restaurant,GB
4b6c0f94f964a520e0212ce3,Coffee Shop,53.959739,-1.083122,Coffee Shop,GB
4b6c11c6f964a52034222ce3,Thai Restaurant,56.460408,-2.966277,Thai Restaurant,GB
4b6c11c9f964a52036222ce3,Pizza Place,52.955638,-1.149638,Pizza Place,GB
4b6c1b75f964a52036242ce3,Music Store,51.507727,-0.223846,Music Store,GB
4b6c221cf964a5206f252ce3,Grocery Store,53.453599,-2.258077,Grocery Store,GB
4b6c7f8df964a520f03e2ce3,Pub,51.279148,1.081173,Pub,GB
4b6d43bdf964a520396e2ce3,Grocery Store,51.066591,-4.083618,Grocery Store,GB
4b6d7863f964a52094762ce3,Bus Station,55.12752,-1.507444,Bus Station,GB
4b6d9179f964a5201f7d2ce3,Coffee Shop,51.532997,-0.473525,Coffee Shop,GB
4b6da07ff964a52077812ce3,Pub,51.474351,-0.207136,Pub,GB
4b6da205f964a520fd812ce3,Miscellaneous Shop,51.482993,0.281814,Miscellaneous Shop,GB
4b6db06cf964a520a8862ce3,Tech Startup,53.473131,-2.260437,Tech Startup,GB
4b6ec31df964a52071c92ce3,Train Station,51.482799,0.003088,Train Station,GB
4b6ec711f964a5202cca2ce3,Pub,51.546335,-0.19113,Pub,GB
4b6ede2ef964a5202ace2ce3,Bar,52.952723,-1.151483,Bar,GB
4b6f2dcef964a52060e22ce3,Ramen /  Noodle House,53.798268,-1.547227,Ramen /  Noodle House,GB
4b6fd1a8f964a52066fd2ce3,Grocery Store,52.292525,-1.535864,Grocery Store,GB
4b6ffbecf964a5204a022de3,Grocery Store,53.480729,-2.238936,Grocery Store,GB
