business_id,birank_score,rank,name,lat,lon,category
4dfb31d0149557de37ac467e,0.04003051058422989,68665,Pub,35.662596,139.759875,Pub
506cc924e4b019e8dad7ea65,0.04002902207413919,68666,Ramen /  Noodle House,35.50838,139.618262,Ramen /  Noodle House
4b62509bf964a520c6412ae3,0.04002900276969207,68667,Chinese Restaurant,35.68174,139.786965,Chinese Restaurant
4b9a0bc3f964a520699c35e3,0.040028934405724984,68668,Mobile Phone Shop,35.698749,139.762755,Mobile Phone Shop
4e7022ad89987b9ce4c48be7,0.040028887193882444,68669,Fast Food Restaurant,35.673143,139.738213,Fast Food Restaurant
4b56debcf964a520911d28e3,0.040027719618102836,68670,Light Rail,35.752832,139.738184,Light Rail
4bca69130687ef3be214dccc,0.04002755739107185,68671,University,35.559242,139.49898,University
4b834c6df964a5204c0131e3,0.040023149041327706,68672,Chinese Restaurant,35.67274,139.794478,Chinese Restaurant
4e1bf39ee4cd1f7c5d7bf5c2,0.04002279293606057,68673,University,35.644234,139.408352,University
4ce729e9678aa093e8c4e0ea,0.04002161660696841,68674,Bus Station,35.674703,139.409106,Bus Station
4b6809bdf964a520cc642be3,0.040019891941326866,68675,BBQ Joint,35.646727,139.72772,BBQ Joint
4b4e8e8ff964a5204ff126e3,0.04001880874032486,68676,Japanese Restaurant,35.511163,139.618762,Japanese Restaurant
4b77a8caf964a520e8a52ee3,0.04001840960484032,68677,Ramen /  Noodle House,35.603203,139.509196,Ramen /  Noodle House
4c4784671ddec9285aa69d32,0.04001601747054633,68678,Convenience Store,35.679247,139.741485,Convenience Store
4bf35e2998ac0f4731de62a8,0.04001315867562771,68679,Indian Restaurant,35.511527,139.618312,Indian Restaurant
4fd668dbe4b00f27be6270e8,0.04001298480629288,68680,Subway,35.657678,139.702578,Subway
4e9a3017dab4d1d4ac008ede,0.040011146940726106,68681,Dentist's Office,35.621025,139.719111,Dentist's Office
4b605539f964a5201ce029e3,0.04001114643384351,68682,Ramen /  Noodle House,35.688209,139.806197,Ramen /  Noodle House
4b53afbff964a520cfa727e3,0.04000921350606684,68683,Fast Food Restaurant,35.70497,139.708967,Fast Food Restaurant
4df609fe18386ecb4e38dfd2,0.040004931948592955,68684,Bar,35.694226,139.704535,Bar
4f52eb14e4b0e14ed795eb03,0.04000190226152586,68685,Caf�,35.701843,139.77137,Caf�
4b6a954ff964a52048d92be3,0.04000180170841957,68686,Electronics Store,35.706701,139.666357,Electronics Store
4fb9bd83771668c9e4af53bd,0.040000879082047205,68687,BBQ Joint,35.675354,139.776792,BBQ Joint
4b605936f964a52008e129e3,0.03999931940364185,68688,BBQ Joint,35.644075,139.671316,BBQ Joint
4e071b9d52b165b7d7ac30a3,0.03999450579079982,68689,Bus Station,35.729405,139.713309,Bus Station
4b9199eaf964a520ebc833e3,0.03999189242486221,68690,Medical Center,35.698318,139.763491,Medical Center
4c653d0bc74c1b8d1a7eb383,0.03998962063347206,68691,Sake Bar,35.689028,139.697031,Sake Bar
4b5e94a8f964a520169329e3,0.03998895786227319,68692,Library,35.695064,139.637494,Library
4bb566322f70c9b6dd388430,0.03998812480865739,68693,Japanese Restaurant,35.61781,139.726535,Japanese Restaurant
4b737747f964a520e9af2de3,0.03998418149907229,68694,Bridge,35.8457,139.89104,Bridge
4c71015cfa49a1cdb8b8a7e3,0.039983091950440176,68695,Sporting Goods Shop,35.664601,139.702739,Sporting Goods Shop
4be93108d837c9b6ca1ba606,0.03998245107758151,68696,Pub,35.689252,139.697016,Pub
4c09979cffb8c9b6863c6a61,0.03997844744633619,68697,School,35.874985,139.812763,School
4da188592939b1f7f4dcf656,0.03997828882105599,68698,Ramen /  Noodle House,35.889049,139.497268,Ramen /  Noodle House
4b7cb71bf964a5209fa22fe3,0.03997782842730856,68699,Ramen /  Noodle House,35.682796,139.701762,Ramen /  Noodle House
4dfc3e5e227185f38b944c54,0.03997487862839051,68700,Bar,35.705029,139.664493,Bar
4b642d9bf964a520b0a22ae3,0.039974806105227245,68701,Deli / Bodega,35.68465,139.785768,Deli / Bodega
4b5e68c6f964a520748d29e3,0.03997279457070589,68702,Cuban Restaurant,35.668419,139.731932,Cuban Restaurant
4b7ca054f964a5206a9e2fe3,0.03997217835533959,68703,Bank,35.666928,139.75427,Bank
4be2d79a660ec928ec59ca3b,0.03996883409509098,68704,Convenience Store,35.742742,139.648963,Convenience Store
4b5a6dc0f964a5209cc428e3,0.03996794382225179,68705,Japanese Restaurant,35.69411,139.781558,Japanese Restaurant
4c663efee75ac928402ef7da,0.039964157415170634,68706,Convenience Store,35.596159,139.745137,Convenience Store
4b6104c9f964a52056062ae3,0.039963547965801635,68707,Sake Bar,35.690232,139.735772,Sake Bar
4b8359f3f964a520840331e3,0.03996237681782754,68708,Grocery Store,35.540752,139.449854,Grocery Store
4e119b767d8b4d5613dbea48,0.03996136121008591,68709,Caf��,35.606615,139.736006,Caf��
5049d306e4b0dd0b0d605e0b,0.03995991198519844,68710,Event Space,35.676733,139.764207,Event Space
4bee1036946c0f470571a363,0.03995541231009697,68711,Caf��,35.673125,139.772744,Caf��
4b6fa236f964a52089f82ce3,0.03995501335227758,68712,Caf�,35.669189,139.761055,Caf�
4c2d796c7d85a593fac552f3,0.03995327349771284,68713,Ramen /  Noodle House,35.701555,139.752075,Ramen /  Noodle House
4de6c1b088777d98818382c1,0.03995271648665126,68714,Airport Terminal,35.548075,139.785445,Airport Terminal
4e269d45d16486291ba1ae1f,0.039948077697283396,68715,Ramen /  Noodle House,35.644031,139.701012,Ramen /  Noodle House
4ca31756f832a1cd3f3d9ae5,0.03994712542402437,68716,Japanese Restaurant,35.735946,139.70986,Japanese Restaurant
4d28162af7a9224b59d1f19f,0.03994643896264486,68717,Gym / Fitness Center,35.63553,139.708436,Gym / Fitness Center
4fc74070e4b0f0b0bff911dc,0.03994562618595715,68718,Japanese Restaurant,35.692752,139.780877,Japanese Restaurant
4d59500b296d548122a557b1,0.03994464381415708,68719,Convenience Store,35.705663,139.514265,Convenience Store
4c91dc3a7088a143ce63b443,0.03994439972150054,68720,Convenience Store,35.628084,139.773377,Convenience Store
4c5a417cec2520a104445112,0.039943808081145324,68721,Ramen /  Noodle House,35.684703,139.701306,Ramen /  Noodle House
4b5a86faf964a520d3c928e3,0.039943718030278165,68722,Post Office,35.677225,139.682471,Post Office
4bf513916a31d13add6a962e,0.039943454587455046,68723,Video Store,35.753811,139.737713,Video Store
4f902c2ce4b063d0a0d2ea4a,0.039941031805626054,68724,Furniture / Home Store,35.521396,139.452452,Furniture / Home Store
4b959a4bf964a52094ab34e3,0.03994052901860447,68725,Train Station,35.779357,139.440829,Train Station
4bcbece668f976b015f56183,0.03993992673507617,68726,Spa / Massage,35.702829,139.744055,Spa / Massage
4be10fa6c1732d7ffd355b9a,0.03993875224907986,68727,Ramen /  Noodle House,35.588182,139.728888,Ramen /  Noodle House
4b6957d6f964a520699f2be3,0.039937733961621986,68728,Pub,35.691112,139.769839,Pub
4b5a5454f964a520b2bd28e3,0.03993102442731669,68729,Grocery Store,35.737273,139.838587,Grocery Store
4e12fd97b61c637b97bafc55,0.03992705638409777,68730,Ramen /  Noodle House,35.731681,139.548891,Ramen /  Noodle House
4c8fa192ef86ef3b8217f7ab,0.039926112906623026,68731,Basketball Stadium,35.553635,139.536454,Basketball Stadium
4b78d498f964a520f4e32ee3,0.039924790670658954,68732,Convenience Store,35.657392,139.696965,Convenience Store
4c3d32a7933b0f479a30e521,0.03992306854292443,68733,Diner,35.698831,139.777354,Diner
4b728a09f964a520ba7d2de3,0.03991953604691865,68734,Chinese Restaurant,35.672005,139.479321,Chinese Restaurant
4df82e341f6e448ec28ee000,0.039915679313433074,68735,Asian Restaurant,35.669953,139.791839,Asian Restaurant
4bf0894f1f17ef3b55cb9bc8,0.039913104562239524,68736,Miscellaneous Shop,35.576376,139.408425,Miscellaneous Shop
4b85d6a1f964a520a67531e3,0.0399126077296838,68737,Plaza,35.696106,139.814167,Plaza
4b9c571af964a520f56036e3,0.0399095557626634,68738,Chinese Restaurant,35.6913,139.705394,Chinese Restaurant
4b665962f964a520ca1e2be3,0.03990938191510912,68739,Asian Restaurant,35.686599,139.783612,Asian Restaurant
4b664b07f964a520a41c2be3,0.03990549268621712,68740,Mall,35.542485,139.446679,Mall
4d859ebd8de9721e5d284b51,0.03990306868633474,68741,Sporting Goods Shop,35.611944,139.628401,Sporting Goods Shop
4de7aaa26365894c5122cfd6,0.039902078057848483,68742,Arcade,35.696131,139.815627,Arcade
4c64b61e5e61d13a2636ba85,0.039899649283426215,68743,Grocery Store,35.847404,139.776757,Grocery Store
4b543a62f964a5200db527e3,0.03989838955479174,68744,University,35.61279,139.548608,University
4b57c57af964a5203c4028e3,0.039898384879209776,68745,Chinese Restaurant,35.661851,139.668983,Chinese Restaurant
4f81a3f8754a2727a0eaa41e,0.039895626646650514,68746,Platform,35.750027,139.80548,Platform
4ba692fdf964a5208f5f39e3,0.0398942042157586,68747,Golf Course,35.552877,139.663197,Golf Course
4e3773cc22713b80b9fcf992,0.03989399928597172,68748,Convenience Store,35.659787,139.752243,Convenience Store
4ef5239330f87cc51893cb95,0.039893640061238286,68749,Bakery,35.589276,139.497783,Bakery
4caaff57d971b1f752cd26e1,0.03989302173514682,68750,Ramen /  Noodle House,35.711735,139.667494,Ramen /  Noodle House
4e158403e4cded5611289b9b,0.039891135305397785,68751,Sake Bar,35.663668,139.859608,Sake Bar
4b56e0f9f964a520ec1d28e3,0.039889477728977586,68752,Bar,35.694677,139.702759,Bar
4d7f471f95c1a143d1f4e0f2,0.039887646709843454,68753,Japanese Restaurant,35.507754,139.44487,Japanese Restaurant
4bdd23fbf219c9b659161210,0.03988652412062393,68754,Monument / Landmark,35.756911,139.875623,Monument / Landmark
4b7aaf88f964a52044372fe3,0.039882612116678734,68755,Sake Bar,35.666647,139.75638,Sake Bar
4b91d9c3f964a5208fdb33e3,0.03988259685845048,68756,Convenience Store,35.755185,139.736902,Convenience Store
4c9434f06b35a143eea919dc,0.03988221121006469,68757,Indian Restaurant,35.699978,139.748535,Indian Restaurant
4bdeff1f17fdef3b6ab44e36,0.03988185742207961,68758,Indian Restaurant,35.632204,139.798188,Indian Restaurant
513d8751e4b0e5f9eb24e3c8,0.039880532413160155,68759,Grocery Store,35.531165,139.435075,Grocery Store
4b455eebf964a520840b26e3,0.03988031150286311,68760,Train Station,35.636692,139.587097,Train Station
4b25a15bf964a520c57424e3,0.0398787314828694,68761,University,35.648348,139.73648,University
4cd5fe9b7da9a35d7c35edb9,0.0398777593790908,68762,Soccer Stadium,35.599209,139.480131,Soccer Stadium
50f7c502e4b0f00a602d5f51,0.03987732456761193,68763,Spa / Massage,35.637543,139.694215,Spa / Massage
4cdfed1e69136dcba867e0e6,0.03987474436614431,68764,Ramen /  Noodle House,35.884191,139.817306,Ramen /  Noodle House
4b584c7cf964a520a55128e3,0.03987382120232218,68765,Ramen /  Noodle House,35.70539,139.649144,Ramen /  Noodle House
50b7464ee4b03fe60e598f2f,0.03986918313552121,68766,Caf��,35.682146,139.701065,Caf��
4f7c6fa3e4b01081e4ab3558,0.03986700943877012,68767,Sake Bar,35.598347,139.684948,Sake Bar
4b8dd137f964a520eb0e33e3,0.039866009047790335,68768,Ramen /  Noodle House,35.701636,139.771317,Ramen /  Noodle House
4c6d19d9a437224ba4022cb1,0.03986140505931497,68769,Food Court,35.531096,139.697004,Food Court
4bab316af964a520b2983ae3,0.039860889235250635,68770,Meeting Room,35.682891,139.773063,Meeting Room
4ddceaa91850ebc228e9d039,0.03985685791596634,68771,Medical Center,35.702518,139.505847,Medical Center
4d9fd525bcc4a09328df03c9,0.03985568615479729,68772,Event Space,35.658907,139.855952,Event Space
50b1880ae4b0ec22e8b4e780,0.03985139839026443,68773,Caf��,35.702436,139.77047,Caf��
4bdfa64fffdec9286bd5eca1,0.039849834731830854,68774,Park,35.546126,139.752084,Park
4d16be85816af04d4fc84ac2,0.03984716390939831,68775,Chinese Restaurant,35.697475,139.682338,Chinese Restaurant
4ceb36b5f1c6236a5b036ff0,0.03983868720113631,68776,Grocery Store,35.701436,139.545102,Grocery Store
4bf5e8354d5f20a1df7c98fe,0.03983787191277196,68777,Student Center,35.709732,139.717329,Student Center
4b6925fdf964a5205c9a2be3,0.03983663974763519,68778,Japanese Restaurant,35.689994,139.712284,Japanese Restaurant
4bb31419a32876b0d94901fe,0.039834738849837965,68779,Chinese Restaurant,35.659109,139.793129,Chinese Restaurant
4b7eabf4f964a52059f82fe3,0.039834193023918905,68780,Spa / Massage,35.847002,139.858294,Spa / Massage
5017d2cee4b00fe9853db52c,0.03983258887887881,68781,Pizza Place,35.711604,139.708567,Pizza Place
4bd775a1304fce724c9733ab,0.0398323634682607,68782,Hotel,35.670295,139.738423,Hotel
4f3a6a7de4b0b5606e7f2536,0.039832051614139025,68783,Residential Building (Apartment / Condo),35.584833,139.661508,Residential Building (Apartment / Condo)
4b713433f964a5206d3c2de3,0.03983061580312345,68784,Japanese Restaurant,35.581646,139.640146,Japanese Restaurant
4b6795c4f964a5204e562be3,0.03983046090514437,68785,Food & Drink Shop,35.717957,139.765206,Food & Drink Shop
4b653d46f964a5202dea2ae3,0.03983006519075807,68786,Bike Shop,35.613959,139.707566,Bike Shop
4c983b9b2778224b54bfa268,0.03982867485680831,68787,Convenience Store,35.698223,139.762281,Convenience Store
4c086f8fbbc676b038a946d5,0.039827985246752795,68788,Indian Restaurant,35.676806,139.783996,Indian Restaurant
4d57708c5ba0548167680546,0.03982712064026722,68789,Hardware Store,35.836785,139.574862,Hardware Store
4b54725af964a52092bb27e3,0.0398261541725958,68790,Grocery Store,35.707175,139.650822,Grocery Store
4be39e99660ec92859b1cc3b,0.03982517651443387,68791,Baseball Field,35.822494,139.634106,Baseball Field
4b7a0cb6f964a520bf202fe3,0.039825056824736915,68792,Coffee Shop,35.607548,139.734925,Coffee Shop
4b7391bcf964a52055b42de3,0.03982384815278152,68793,Japanese Restaurant,35.73208,139.713848,Japanese Restaurant
4c387b99ae2da5936fae00c6,0.03982221092582245,68794,Convenience Store,35.669061,139.759526,Convenience Store
5015000ee4b06a7cdb165b19,0.039821974710999415,68795,Ramen /  Noodle House,35.636458,139.709434,Ramen /  Noodle House
4b73678ef964a520deac2de3,0.039820717742541666,68796,Restaurant,35.792554,139.514533,Restaurant
51137f5fe4b006dae1c20f23,0.039820655816197884,68797,Bar,35.693689,139.766339,Bar
4d3c01f23ec9a35da0c44481,0.03982042680043581,68798,Ramen /  Noodle House,35.817562,139.549134,Ramen /  Noodle House
4b668e56f964a52023242be3,0.03981937412488722,68799,Caf�,35.626915,139.633033,Caf�
4d638e284554a093e8c3b2aa,0.03981766391885191,68800,Spa / Massage,35.586305,139.726971,Spa / Massage
4ef1396ea17c11403f320a04,0.03981760770443822,68801,Bank,35.782308,139.764964,Bank
4ceb46f4d27560fca5049b3a,0.039817016877915175,68802,French Restaurant,35.698327,139.731073,French Restaurant
4baa3c1bf964a5202c563ae3,0.03981645443946607,68803,Ramen /  Noodle House,35.806572,139.452381,Ramen /  Noodle House
4c530cb3479fc92800f5d790,0.039816407552880996,68804,Bar,35.705346,139.64817,Bar
4eab3d57b8f7a50de92b17c7,0.03981534061853868,68805,College Lab,35.662776,139.676993,College Lab
4b613c73f964a520b60d2ae3,0.03981378802921585,68806,Caf��,35.70954,139.649983,Caf��
4deaf4ac22713dd973a2ce08,0.039809803099073726,68807,Golf Course,35.698825,139.774505,Golf Course
4e446d6cc65b8210946b6599,0.03980956253051268,68808,Coffee Shop,35.679953,139.687159,Coffee Shop
4c4a727342b4d13a71c7397d,0.03980940409791657,68809,Medical Center,35.638662,139.672808,Medical Center
4ed0dfb47ee5be844bb26e63,0.039808816623168104,68810,Sushi Restaurant,35.546452,139.500273,Sushi Restaurant
4d098120ddb8f04dbe142faa,0.039803458326230064,68811,Japanese Restaurant,35.745178,139.680737,Japanese Restaurant
4c4e66bbfb742d7f967f402e,0.03980128929454866,68812,Fast Food Restaurant,35.698867,139.764751,Fast Food Restaurant
4ca89460ae1eef3b596f3247,0.03979948934701382,68813,Convenience Store,35.764108,139.80404,Convenience Store
4c3824b9ae2da593863f00c6,0.039797190181865,68814,Field,35.618741,139.605606,Field
4b63c56ff964a520dd902ae3,0.03979473777003299,68815,Ramen /  Noodle House,35.709831,139.684467,Ramen /  Noodle House
4c46ec5a5438b7130db2b57b,0.0397946674116117,68816,Salon / Barbershop,35.667992,139.714666,Salon / Barbershop
4cb28638aef16dcb082dc254,0.03979312973960094,68817,Italian Restaurant,35.838377,139.722184,Italian Restaurant
4c0c80efb1b676b03b40df86,0.039792972644800244,68818,Hobby Shop,35.701812,139.771253,Hobby Shop
4b7389a2f964a52021b32de3,0.03979199435353508,68819,Car Dealership,35.746697,139.675999,Car Dealership
4b56581af964a5206e0c28e3,0.039791579019933083,68820,Caf�,35.642406,139.71301,Caf�
4f8e6fb6e4b01e2e18e8bb4b,0.03979137376535526,68821,Subway,35.670509,139.717319,Subway
4e85bb9a722ef8f4b2802a82,0.03979073045844078,68822,Bar,35.670989,139.761544,Bar
4b6ac6c0f964a520cfdf2be3,0.03979012168127853,68823,Sushi Restaurant,35.623745,139.750641,Sushi Restaurant
4e967383775b4d502914be8e,0.03978953816257475,68824,Convenience Store,35.664252,139.858543,Convenience Store
4b5fd026f964a520abcd29e3,0.03978832910415784,68825,Italian Restaurant,35.684056,139.769284,Italian Restaurant
4b5c3663f964a5206e2729e3,0.03978776003837934,68826,Coffee Shop,35.671483,139.480764,Coffee Shop
4fbf1ad1e4b0d1cc9d2a2f74,0.03978324260971503,68827,Boutique,35.668442,139.705684,Boutique
50ba0093e4b0f99bbe4b9f37,0.03977762041774264,68828,Caf��,35.691514,139.706447,Caf��
4e97c1dc0cd6fc9c8366d8b5,0.03977666901760947,68829,Fast Food Restaurant,35.686732,139.798531,Fast Food Restaurant
4c9d604354c8a1cd307e834b,0.03977629336921569,68830,Convenience Store,35.773876,139.635942,Convenience Store
4fb5091cbb3dab649a2fd4ee,0.03977567938665661,68831,Convenience Store,35.707292,139.772422,Convenience Store
4d5898ab1270236ac8fb9759,0.03977557643519337,68832,Ramen /  Noodle House,35.705646,139.77415,Ramen /  Noodle House
4bfe5bffb68d0f472908ea57,0.03977507613168648,68833,Salon / Barbershop,35.665727,139.711354,Salon / Barbershop
4d1304c40ad2f04d4794b054,0.03977443435651876,68834,Arts & Crafts Store,35.663634,139.709251,Arts & Crafts Store
4bb7f5ed7421a5937757c140,0.03977260174490679,68835,Video Store,35.562592,139.715289,Video Store
4b5539c7f964a52037df27e3,0.03977122677617508,68836,Fast Food Restaurant,35.687418,139.786469,Fast Food Restaurant
4b6e586af964a52075b92ce3,0.039770988269500845,68837,Shrine,35.685199,139.676246,Shrine
4c42455ed7fad13a76ec08da,0.039770786938959544,68838,Fast Food Restaurant,35.764528,139.770548,Fast Food Restaurant
4ea2ac1477c8d0ce5e0805a2,0.039770279396967506,68839,Arcade,35.778115,139.630458,Arcade
4b5d943df964a520286229e3,0.03976921069890446,68840,Bookstore,35.607622,139.668041,Bookstore
4ec372fce5fa690c1eb7fad3,0.0397654949824346,68841,Car Dealership,35.55323,139.604591,Car Dealership
4b57c86af964a520e34028e3,0.03976366701521262,68842,Indian Restaurant,35.655174,139.79682,Indian Restaurant
4f996c0ee4b0bafe895f0fa7,0.039761748129924425,68843,Track,35.710849,139.812286,Track
