business_id,name,url,city
9994333,Cocotte_Notting_Hill,https://www.tripadvisor.com/Restaurant_Review-g186338-d9994333-Reviews-Cocotte_Notting_Hill-London_England.html,London_England
11838878,London_Shell_Co_Aboard_The_Prince_Regent,https://www.tripadvisor.com/Restaurant_Review-g186338-d11838878-Reviews-London_Shell_Co_Aboard_The_Prince_Regent-London_England.html,London_England
1898816,Genzo_Greek,https://www.tripadvisor.com/Restaurant_Review-g186338-d1898816-Reviews-Genzo_Greek-London_England.html,London_England
13457082,The_Gojk,https://www.tripadvisor.com/Restaurant_Review-g186338-d13457082-Reviews-The_Gojk-London_England.html,London_England
6635485,The_Clink_Restaurant,https://www.tripadvisor.com/Restaurant_Review-g186338-d6635485-Reviews-The_Clink_Restaurant-London_England.html,London_England
12569115,Wild_Thyme,https://www.tripadvisor.com/Restaurant_Review-g186338-d12569115-Reviews-Wild_Thyme-London_England.html,London_England
10822007,MBER,https://www.tripadvisor.com/Restaurant_Review-g186338-d10822007-Reviews-MBER-London_England.html,London_England
10444968,Liman_Restaurant,https://www.tripadvisor.com/Restaurant_Review-g186338-d10444968-Reviews-Liman_Restaurant-London_England.html,London_England
17728520,Hard_Rock_Cafe_Piccadilly_Circus,https://www.tripadvisor.com/Restaurant_Review-g186338-d17728520-Reviews-Hard_Rock_Cafe_Piccadilly_Circus-London_England.html,London_England
15705401,MAP_Maison,https://www.tripadvisor.com/Restaurant_Review-g186338-d15705401-Reviews-MAP_Maison-London_England.html,London_England
19457963,Pizza_Union_Hoxton,https://www.tripadvisor.com/Restaurant_Review-g186338-d19457963-Reviews-Pizza_Union_Hoxton-London_England.html,London_England
12213063,EaTurkish,https://www.tripadvisor.com/Restaurant_Review-g186338-d12213063-Reviews-EaTurkish-London_England.html,London_England
1519855,Trattoria_Raffaele,https://www.tripadvisor.com/Restaurant_Review-g186338-d1519855-Reviews-Trattoria_Raffaele-London_England.html,London_England
12116313,Shahi_Pakwaan,https://www.tripadvisor.com/Restaurant_Review-g186338-d12116313-Reviews-Shahi_Pakwaan-London_England.html,London_England
719675,Launceston_Place,https://www.tripadvisor.com/Restaurant_Review-g186338-d719675-Reviews-Launceston_Place-London_England.html,London_England
730384,Cirrik_19_Numara_Bos,https://www.tripadvisor.com/Restaurant_Review-g186338-d730384-Reviews-Cirrik_19_Numara_Bos-London_England.html,London_England
2441081,The_Vincent_Room_Brasserie_Bar_Escoffier_Room,https://www.tripadvisor.com/Restaurant_Review-g186338-d2441081-Reviews-The_Vincent_Room_Brasserie_Bar_Escoffier_Room-London_England.html,London_England
9700191,Salut,https://www.tripadvisor.com/Restaurant_Review-g186338-d9700191-Reviews-Salut-London_England.html,London_England
3853609,The_Five_Fields,https://www.tripadvisor.com/Restaurant_Review-g186338-d3853609-Reviews-The_Five_Fields-London_England.html,London_England
2256999,Pentolina,https://www.tripadvisor.com/Restaurant_Review-g186338-d2256999-Reviews-Pentolina-London_England.html,London_England
698082,Azou,https://www.tripadvisor.com/Restaurant_Review-g186338-d698082-Reviews-Azou-London_England.html,London_England
1550869,The_Monsoon,https://www.tripadvisor.com/Restaurant_Review-g186338-d1550869-Reviews-The_Monsoon-London_England.html,London_England
1316331,Fishcotheque,https://www.tripadvisor.com/Restaurant_Review-g186338-d1316331-Reviews-Fishcotheque-London_England.html,London_England
15057719,Chojo,https://www.tripadvisor.com/Restaurant_Review-g186338-d15057719-Reviews-Chojo-London_England.html,London_England
2008532,Caminata,https://www.tripadvisor.com/Restaurant_Review-g186338-d2008532-Reviews-Caminata-London_England.html,London_England
7932677,Flat_Three_Restaurant,https://www.tripadvisor.com/Restaurant_Review-g186338-d7932677-Reviews-Flat_Three_Restaurant-London_England.html,London_England
5768921,Red_Rose_Takeaway,https://www.tripadvisor.com/Restaurant_Review-g186338-d5768921-Reviews-Red_Rose_Takeaway-London_England.html,London_England
12392823,Leicester_Square_Kitchen,https://www.tripadvisor.com/Restaurant_Review-g186338-d12392823-Reviews-Leicester_Square_Kitchen-London_England.html,London_England
13565344,Filika_Restaurant,https://www.tripadvisor.com/Restaurant_Review-g186338-d13565344-Reviews-Filika_Restaurant-London_England.html,London_England
12700680,Falafel_Feast,https://www.tripadvisor.com/Restaurant_Review-g186338-d12700680-Reviews-Falafel_Feast-London_England.html,London_England
7381901,The_Petite_Coree,https://www.tripadvisor.com/Restaurant_Review-g186338-d7381901-Reviews-The_Petite_Coree-London_England.html,London_England
14100618,Kanada_Ya_Upper_Street,https://www.tripadvisor.com/Restaurant_Review-g186338-d14100618-Reviews-Kanada_Ya_Upper_Street-London_England.html,London_England
3343549,Little_Wonder_Cafe,https://www.tripadvisor.com/Restaurant_Review-g186338-d3343549-Reviews-Little_Wonder_Cafe-London_England.html,London_England
1016157,Little_India,https://www.tripadvisor.com/Restaurant_Review-g186338-d1016157-Reviews-Little_India-London_England.html,London_England
4242819,Buenos_Aires_Argentine_Steakhouse,https://www.tripadvisor.com/Restaurant_Review-g186338-d4242819-Reviews-Buenos_Aires_Argentine_Steakhouse-London_England.html,London_England
10517849,R_H_Cafe_Art_Gallery,https://www.tripadvisor.com/Restaurant_Review-g186338-d10517849-Reviews-R_H_Cafe_Art_Gallery-London_England.html,London_England
15345285,Terra_Rossa,https://www.tripadvisor.com/Restaurant_Review-g186338-d15345285-Reviews-Terra_Rossa-London_England.html,London_England
6619139,Wassouf_Lounge,https://www.tripadvisor.com/Restaurant_Review-g186338-d6619139-Reviews-Wassouf_Lounge-London_England.html,London_England
3639543,Steak_Co_Garrick_Street_Covent_Garden,https://www.tripadvisor.com/Restaurant_Review-g186338-d3639543-Reviews-Steak_Co_Garrick_Street_Covent_Garden-London_England.html,London_England
7015028,Fine_Foods,https://www.tripadvisor.com/Restaurant_Review-g186338-d7015028-Reviews-Fine_Foods-London_England.html,London_England
3419712,The_Banc,https://www.tripadvisor.com/Restaurant_Review-g186338-d3419712-Reviews-The_Banc-London_England.html,London_England
12067722,Meraki_Grill,https://www.tripadvisor.com/Restaurant_Review-g186338-d12067722-Reviews-Meraki_Grill-London_England.html,London_England
10682050,Ormer_Mayfair,https://www.tripadvisor.com/Restaurant_Review-g186338-d10682050-Reviews-Ormer_Mayfair-London_England.html,London_England
17763477,Bloomsbury_Street_Kitchen,https://www.tripadvisor.com/Restaurant_Review-g186338-d17763477-Reviews-Bloomsbury_Street_Kitchen-London_England.html,London_England
10431777,Bella_Roma_Italian_Restaurant,https://www.tripadvisor.com/Restaurant_Review-g186338-d10431777-Reviews-Bella_Roma_Italian_Restaurant-London_England.html,London_England
11768375,Treves_Hyde,https://www.tripadvisor.com/Restaurant_Review-g186338-d11768375-Reviews-Treves_Hyde-London_England.html,London_England
3599696,Olde_Goa,https://www.tripadvisor.com/Restaurant_Review-g186338-d3599696-Reviews-Olde_Goa-London_England.html,London_England
12518072,The_Oystermen_Seafood_Bar_Kitchen,https://www.tripadvisor.com/Restaurant_Review-g186338-d12518072-Reviews-The_Oystermen_Seafood_Bar_Kitchen-London_England.html,London_England
1801860,Tomo_Pizzeria_Restaurant,https://www.tripadvisor.com/Restaurant_Review-g186338-d1801860-Reviews-Tomo_Pizzeria_Restaurant-London_England.html,London_England
720286,The_Peasant,https://www.tripadvisor.com/Restaurant_Review-g186338-d720286-Reviews-The_Peasant-London_England.html,London_England
17541765,Heritage_Dining_Bar,https://www.tripadvisor.com/Restaurant_Review-g186338-d17541765-Reviews-Heritage_Dining_Bar-London_England.html,London_England
3515065,Fishers_Restaurant_Takeaway,https://www.tripadvisor.com/Restaurant_Review-g186338-d3515065-Reviews-Fishers_Restaurant_Takeaway-London_England.html,London_England
11717778,Yuu_Kitchen,https://www.tripadvisor.com/Restaurant_Review-g186338-d11717778-Reviews-Yuu_Kitchen-London_England.html,London_England
15266279,Limin,https://www.tripadvisor.com/Restaurant_Review-g186338-d15266279-Reviews-Limin-London_England.html,London_England
12277228,Tanakatsu,https://www.tripadvisor.com/Restaurant_Review-g186338-d12277228-Reviews-Tanakatsu-London_England.html,London_England
6759550,Monkey_Temple,https://www.tripadvisor.com/Restaurant_Review-g186338-d6759550-Reviews-Monkey_Temple-London_England.html,London_England
2244333,The_Sitara,https://www.tripadvisor.com/Restaurant_Review-g186338-d2244333-Reviews-The_Sitara-London_England.html,London_England
7391044,TaNgia,https://www.tripadvisor.com/Restaurant_Review-g186338-d7391044-Reviews-TaNgia-London_England.html,London_England
